project,dir_results,filename,taxaid,calc,calc_taxaid,col_drop,taxaid_drop,metadata_filename,attributes_metadata_filename,attributes_filename,attributes_taxaid
EGLE,IBI,EGLEtools_IBI_Taxa_Translator_20241122.csv,TAXAID,IBI,OTU_IBI,,DNI,EGLEtools_IBI_Taxa_Translator_Metadata_20241122.csv,EGLEtools_IBI_Attributes_Metadata_20241122.csv,EGLEtools_IBI_Attributes_20241122.csv,TAXAID
